__metadata,ID,ROW_ID,PLANT,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,STORAGE_LOCATION,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,INVENTORY_OPENING_BALANCE,UNIT
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~1')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~1')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~1,1,CC,01,01,01/01,1,1,02,CC-F01,500g Nut Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~2')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~2')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~2,2,CC,01,01,01/01,1,1,02,CC-F02,500g Blueberry Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~3')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~3')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~3,3,CC,01,01,01/01,1,1,02,CC-F03,500g Strawberry Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~4')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~4')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~4,4,CC,01,01,01/01,1,1,02,CC-F04,500g Raisin Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~5')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~5')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~5,5,CC,01,01,01/01,1,1,02,CC-F05,500g Original Muesli,0,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~6')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~6')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~6,6,CC,01,01,01/01,1,1,02,CC-F06,500g Mixed Fruit Muesli,0,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~7')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~7')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~7,7,CC,01,01,01/01,1,1,02,CC-F11,1kg Nut Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~8')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~8')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~8,8,CC,01,01,01/01,1,1,02,CC-F12,1kg Blueberry Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~9')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~9')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~9,9,CC,01,01,01/01,1,1,02,CC-F13,1kg Strawberry Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~10')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~10')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~10,10,CC,01,01,01/01,1,1,02,CC-F14,1kg Raisin Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~11')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~11')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~11,11,CC,01,01,01/01,1,1,02,CC-F15,1kg Original Muesli,0,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~12')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~12')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~12,12,CC,01,01,01/01,1,1,02,CC-F16,1kg Mixed Fruit Muesli,0,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~13')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~13')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~13,13,CC,01,01,01/01,1,1,88,CC-P01,Large Box (1kg),128000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~14')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~14')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~14,14,CC,01,01,01/01,1,1,88,CC-P02,Large Bag (1kg),128000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~15')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~15')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~15,15,CC,01,01,01/01,1,1,88,CC-P03,Small Box (500g),128000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~16')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~16')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~16,16,CC,01,01,01/01,1,1,88,CC-P04,Small Bag (500g),128000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~17')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~17')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~17,17,CC,01,01,01/01,1,1,88,CC-R01,Nuts,14400.000,KG
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~18')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~18')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~18,18,CC,01,01,01/01,1,1,88,CC-R02,Blueberries,14400.000,KG
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~19')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~19')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~19,19,CC,01,01,01/01,1,1,88,CC-R03,Strawberries,14400.000,KG
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~20')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~20')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~20,20,CC,01,01,01/01,1,1,88,CC-R04,Raisins,14400.000,KG
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~21')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~21')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~21,21,CC,01,01,01/01,1,1,88,CC-R05,Wheat,67200.000,KG
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~22')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~22')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~22,22,CC,01,01,01/01,1,1,88,CC-R06,Oats,67200.000,KG
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~23')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~23')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~23,23,CC,01,02,01/02,1,2,02,CC-F01,500g Nut Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~24')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~24')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~24,24,CC,01,02,01/02,1,2,02,CC-F02,500g Blueberry Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~25')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~25')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~25,25,CC,01,02,01/02,1,2,02,CC-F03,500g Strawberry Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~26')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~26')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~26,26,CC,01,02,01/02,1,2,02,CC-F04,500g Raisin Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~27')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~27')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~27,27,CC,01,02,01/02,1,2,02,CC-F05,500g Original Muesli,0,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~28')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~28')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~28,28,CC,01,02,01/02,1,2,02,CC-F06,500g Mixed Fruit Muesli,0,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~29')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~29')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~29,29,CC,01,02,01/02,1,2,02,CC-F11,1kg Nut Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~30')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~30')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~30,30,CC,01,02,01/02,1,2,02,CC-F12,1kg Blueberry Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~31')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~31')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~31,31,CC,01,02,01/02,1,2,02,CC-F13,1kg Strawberry Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~32')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~32')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~32,32,CC,01,02,01/02,1,2,02,CC-F14,1kg Raisin Muesli,30000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~33')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~33')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~33,33,CC,01,02,01/02,1,2,02,CC-F15,1kg Original Muesli,0,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~34')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~34')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~34,34,CC,01,02,01/02,1,2,02,CC-F16,1kg Mixed Fruit Muesli,0,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~35')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~35')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~35,35,CC,01,02,01/02,1,2,88,CC-P01,Large Box (1kg),128000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~36')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~36')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~36,36,CC,01,02,01/02,1,2,88,CC-P02,Large Bag (1kg),128000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~37')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~37')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~37,37,CC,01,02,01/02,1,2,88,CC-P03,Small Box (500g),128000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~38')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~38')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~38,38,CC,01,02,01/02,1,2,88,CC-P04,Small Bag (500g),128000,ST
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~39')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~39')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~39,39,CC,01,02,01/02,1,2,88,CC-R01,Nuts,14400.000,KG
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~40')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~40')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~40,40,CC,01,02,01/02,1,2,88,CC-R02,Blueberries,14400.000,KG
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~41')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~41')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~41,41,CC,01,02,01/02,1,2,88,CC-R03,Strawberries,14400.000,KG
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~42')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~42')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~42,42,CC,01,02,01/02,1,2,88,CC-R04,Raisins,14400.000,KG
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~43')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~43')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~43,43,CC,01,02,01/02,1,2,88,CC-R05,Wheat,67200.000,KG
"{'id': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~44')"", 'uri': ""http://e05.bi.ucc.cit.tum.de/odata/935/Inventory('.1~44')"", 'type': 'ZCDS_ODATA_SIMULATION_SRV.Inventory'}",.1~44,44,CC,01,02,01/02,1,2,88,CC-R06,Oats,67200.000,KG
